Date,Open,High,Low,Close,200_WMA_Open,200_WMA_High,200_WMA_Low,200_WMA_Close
2022-10-26,20092.24,20938.13,20076.12,20770.44,23731.82,24324.92,23070.69,23740.88
2022-10-25,19344.96,20348.41,19261.45,20095.86,23720.19,24312.74,23059.04,23728.80
2022-10-24,19567.77,19589.13,19206.32,19345.57,23709.29,24301.12,23047.97,23717.17
2022-10-23,19207.73,19646.65,19124.20,19567.01,23698.17,24290.18,23037.11,23706.26
2022-10-22,19172.38,19248.07,19132.24,19208.19,23687.32,24279.06,23026.29,23695.14
2022-10-21,19053.20,19237.38,18770.97,19172.47,23676.41,24268.18,23015.38,23684.29
2022-10-20,19138.09,19315.20,18971.46,19053.74,23665.76,24257.44,23004.72,23673.38
2022-10-19,19335.03,19348.42,19127.69,19139.54,23654.76,24246.64,22993.83,23662.72
2022-10-18,19550.47,19666.99,19144.77,19334.42,23643.60,24235.64,22982.80,23651.73
2022-10-17,19268.56,19635.80,19173.33,19550.76,23632.16,24224.24,22971.62,23640.56
2022-10-16,19068.91,19389.60,19068.91,19268.09,23620.73,24212.78,22960.25,23629.12
2022-10-15,19185.44,19212.54,19019.25,19067.63,23609.41,24201.29,22948.94,23617.68
2022-10-14,19382.53,19889.15,19115.41,19185.66,23598.03,24189.90,22937.63,23606.38
2022-10-13,19156.97,19453.33,18319.82,19382.90,23586.55,24178.07,22926.27,23594.99
2022-10-12,19052.65,19203.20,19029.76,19157.45,23575.36,24166.67,22915.54,23583.51
2022-10-11,19139.00,19241.96,18925.60,19051.42,23564.19,24155.47,22904.38,23572.32
2022-10-10,19446.42,19515.47,19102.98,19141.48,23553.02,24144.23,22893.29,23561.15
2022-10-09,19417.48,19542.54,19349.26,19446.43,23541.71,24132.90,22882.12,23549.98
2022-10-08,19546.33,19601.70,19299.41,19416.57,23530.32,24121.57,22870.78,23538.67
2022-10-07,19957.56,20041.09,19395.79,19546.85,23518.80,24110.08,22859.39,23527.29
2022-10-06,20161.04,20408.39,19900.09,19955.44,23507.06,24098.27,22847.88,23515.77
2022-10-05,20335.90,20343.75,19801.80,20160.72,23495.34,24086.46,22836.18,23504.03
2022-10-04,19623.58,20380.34,19523.84,20336.84,23483.64,24074.77,22824.72,23492.31
2022-10-03,19044.07,19653.54,19025.23,19623.58,23472.40,24063.12,22813.51,23480.61
2022-10-02,19311.85,19370.31,18970.62,19044.11,23461.76,24052.05,22802.66,23469.38
2022-10-01,19431.11,19471.15,19231.08,19312.10,23450.96,24041.29,22792.05,23458.73
2022-09-30,19573.43,20109.85,19265.66,19431.79,23439.96,24030.46,22781.15,23447.95
2022-09-29,19427.78,19589.27,18924.35,19573.05,23429.04,24019.18,22770.20,23436.94
2022-09-28,19104.62,19688.34,18553.30,19426.72,23418.21,24008.35,22759.64,23426.01
2022-09-27,19221.84,20338.46,18915.67,19110.55,23407.29,23997.42,22749.12,23415.18
2022-09-26,18803.90,19274.87,18721.29,19222.67,23396.25,23985.65,22738.23,23404.26
2022-09-25,18936.31,19134.73,18696.47,18802.10,23385.69,23974.82,22727.46,23393.22
2022-09-24,19296.99,19310.20,18861.97,18937.01,23374.94,23964.09,22716.66,23382.66
2022-09-23,19412.40,19464.67,18617.55,19297.64,23364.26,23953.45,22705.90,23371.90
2022-09-22,18534.65,19456.91,18415.59,19413.55,23353.51,23942.69,22695.60,23361.23
2022-09-21,18891.28,19674.63,18290.31,18547.40,23343.56,23932.10,22685.57,23350.48
2022-09-20,19545.59,19602.46,18813.46,18890.79,23333.26,23921.38,22675.60,23340.52
2022-09-19,19418.57,19639.48,18390.32,19544.13,23322.77,23910.92,22665.22,23330.20
2022-09-18,20127.23,20127.23,19387.49,19419.51,23312.92,23900.91,22655.54,23319.72
2022-09-17,19777.03,20162.53,19777.03,20127.58,23302.51,23890.57,22645.66,23309.87
2022-09-16,19704.01,19870.63,19400.08,19772.58,23292.37,23880.15,22635.48,23299.46
2022-09-15,20242.29,20318.17,19636.73,19701.21,23282.33,23870.00,22625.55,23289.32
2022-09-14,20184.55,20467.20,19793.40,20241.09,23271.97,23859.61,22615.35,23279.28
2022-09-13,22371.48,22673.82,20062.67,20296.71,23262.09,23849.54,22605.17,23268.92
2022-09-12,21770.15,22439.18,21603.90,22370.45,23250.66,23837.91,22595.37,23258.96
2022-09-11,21678.54,21770.55,21406.95,21769.26,23239.69,23826.48,22584.48,23247.54
2022-09-10,21376.91,21760.28,21168.72,21680.54,23228.79,23815.52,22573.73,23236.57
2022-09-09,19328.14,21439.41,19310.96,21381.15,23218.08,23804.57,22563.17,23225.66
2022-09-08,19289.94,19417.35,19076.71,19329.83,23208.87,23793.88,22553.93,23214.95
2022-09-07,18837.68,19427.17,18644.47,19290.32,23199.75,23784.67,22544.90,23205.75
2022-09-06,19817.72,20155.27,18800.17,18837.67,23190.92,23775.48,22536.20,23196.64
2022-09-05,19988.79,20031.16,19673.05,19812.37,23181.36,23765.70,22527.35,23187.80
2022-09-04,19832.47,19999.69,19636.82,19986.71,23171.62,23756.02,22517.85,23178.24
2022-09-03,19969.72,20037.01,19698.36,19832.09,23162.01,23746.29,22508.32,23168.51
2022-09-02,20126.07,20401.57,19814.77,19969.77,23152.30,23736.55,22498.77,23158.89
2022-09-01,20050.50,20198.39,19653.97,20127.14,23142.48,23726.55,22489.14,23149.19
2022-08-31,19799.58,20420.99,19799.58,20049.76,23132.67,23716.80,22479.61,23139.37
2022-08-30,20298.61,20542.64,19617.64,19796.81,23123.06,23706.75,22469.98,23129.56
2022-08-29,19615.15,20357.46,19600.79,20297.99,23113.08,23696.62,22460.48,23119.94
2022-08-28,20041.04,20139.05,19616.81,19616.81,23103.71,23686.73,22450.98,23109.97
2022-08-27,20262.48,20340.78,19890.52,20041.74,23094.03,23676.99,22441.57,23100.59
2022-08-26,21596.09,21804.91,20199.48,20260.02,23084.18,23667.10,22431.98,23090.90
2022-08-25,21395.46,21789.64,21362.44,21600.90,23073.38,23656.17,22422.15,23081.05
2022-08-24,21526.46,21783.08,21195.01,21395.02,23062.73,23645.25,22411.50,23070.25
2022-08-23,21401.04,21646.20,20955.14,21528.09,23051.98,23634.35,22400.98,23059.61
2022-08-22,21531.46,21531.46,20939.18,21398.91,23041.31,23623.54,22390.62,23048.86
2022-08-21,21160.39,21668.85,21103.20,21534.12,23030.57,23612.83,22380.28,23038.21
2022-08-20,20872.84,21350.81,20856.73,21166.06,23020.09,23602.04,22369.83,23027.46
2022-08-19,23213.31,23213.31,20868.85,20877.55,23009.79,23591.43,22359.54,23016.97
2022-08-18,23341.04,23563.83,23177.60,23212.74,22997.84,23579.48,22349.24,23006.68
2022-08-17,23881.32,24407.06,23243.35,23336.00,22985.84,23567.34,22337.29,22994.72
2022-08-16,24126.14,24228.42,23733.50,23883.29,22973.49,23554.63,22325.34,22982.73
2022-08-15,24318.32,25135.59,23839.78,24136.97,22960.97,23542.09,22313.09,22970.38
2022-08-14,24429.06,24974.91,24206.26,24319.33,22948.10,23529.11,22300.53,22957.85
2022-08-13,24402.19,24860.05,24346.12,24424.07,22935.13,23515.81,22287.72,22944.97
2022-08-12,23957.20,24412.57,23657.27,24402.82,22922.19,23502.56,22274.80,22932.02
2022-08-11,23948.35,24822.63,23901.00,23957.53,22909.54,23489.65,22262.36,22919.07
2022-08-10,23162.90,24127.41,22771.52,23947.64,22897.13,23476.62,22249.75,22906.42
2022-08-09,23811.48,23898.62,22982.00,23164.32,22885.33,23464.13,22238.15,22894.02
2022-08-08,23179.53,24203.69,23176.55,23809.49,22873.08,23451.82,22226.46,22882.22
2022-08-07,22963.51,23359.01,22894.56,23175.89,22861.23,23439.30,22214.60,22869.97
2022-08-06,23291.42,23326.56,22961.28,22961.28,22849.54,23427.36,22202.93,22858.12
2022-08-05,22626.83,23422.83,22612.18,23289.31,22837.63,23415.43,22191.23,22846.43
2022-08-04,22848.21,23198.01,22485.70,22630.96,22826.16,23403.43,22179.76,22834.53
2022-08-03,22981.30,23578.65,22747.84,22846.51,22814.49,23391.58,22168.34,22823.06
2022-08-02,23308.43,23415.04,22710.08,22978.12,22802.75,23379.43,22156.70,22811.38
2022-08-01,23336.72,23464.79,22890.80,23314.20,22790.81,23367.43,22145.15,22799.65
2022-07-31,23652.07,24121.64,23275.70,23336.90,22778.88,23355.42,22133.48,22787.71
2022-07-30,23796.82,24572.58,23580.51,23656.21,22766.70,23342.94,22121.54,22775.77
2022-07-29,23845.21,24294.79,23481.17,23804.63,22754.44,23330.13,22109.35,22763.59
2022-07-28,22933.64,24110.47,22722.27,23843.89,22742.18,23317.62,22097.29,22751.33
2022-07-27,21244.17,22986.53,21070.81,22930.55,22730.44,23305.20,22085.68,22739.07
2022-07-26,21361.12,21361.12,20776.82,21239.75,22719.87,23293.48,22075.20,22727.33
2022-07-25,22607.16,22649.12,21361.64,21361.70,22709.33,23282.94,22064.92,22716.76
2022-07-24,22465.51,22974.00,22306.84,22609.16,22697.97,23271.56,22054.36,22706.21
2022-07-23,22706.98,22977.21,22002.91,22465.48,22686.72,23259.98,22043.20,22694.86
2022-07-22,23163.75,23671.93,22603.42,22714.98,22675.32,23248.44,22032.21,22683.61
2022-07-21,23233.20,23388.32,22431.15,23164.63,22663.42,23236.38,22020.70,22672.20
2022-07-20,23393.19,24196.82,23009.95,23231.73,22651.40,23224.34,22009.25,22660.31
2022-07-19,22467.85,23666.96,21683.41,23389.43,22639.24,23211.66,21997.24,22648.29
2022-07-18,20781.91,22633.03,20781.91,22485.69,22627.68,23199.32,21986.23,22636.13
2022-07-17,21195.04,21600.64,20778.18,20779.34,22617.48,23187.82,21975.86,22624.56
2022-07-16,20834.10,21514.40,20518.90,21190.32,22607.01,23177.07,21965.63,22614.37
2022-07-15,20573.16,21138.24,20397.00,20836.33,22596.79,23166.38,21955.61,22603.91
2022-07-14,20211.47,20789.89,19689.26,20569.92,22586.74,23156.00,21945.65,22593.68
2022-07-13,19325.97,20223.05,18999.95,20212.07,22576.85,23145.82,21936.13,22583.64
2022-07-12,19970.47,20043.45,19308.53,19323.91,22567.55,23135.92,21927.03,22573.74
2022-07-11,20856.35,20856.35,19924.54,19970.56,22557.81,23126.17,21917.71,22564.45
2022-07-10,21591.08,21591.08,20727.12,20860.45,22547.41,23115.83,21907.97,22554.71
2022-07-09,21716.83,21877.14,21445.96,21592.21,22536.44,23105.01,21897.60,22544.31
2022-07-08,21637.15,22314.94,21257.45,21731.12,22525.54,23094.05,21886.71,22533.33
2022-07-07,20547.81,21771.82,20296.10,21637.59,22514.75,23082.79,21876.09,22522.43
2022-07-06,20194.62,20595.53,19823.51,20548.25,22504.90,23072.07,21866.17,22511.64
2022-07-05,20225.35,20635.47,19341.23,20190.12,22495.73,23062.63,21856.86,22501.81
2022-07-04,19297.31,20258.75,19063.07,20231.26,22486.47,23053.17,21848.23,22492.65
2022-07-03,19242.10,19558.27,18966.95,19297.08,22477.89,23043.93,21839.76,22483.39
2022-07-02,19274.84,19371.75,19027.08,19242.26,22469.28,23035.18,21831.31,22474.80
2022-07-01,19820.47,20632.67,19073.71,19269.37,22460.54,23026.51,21822.74,22466.19
2022-06-30,20108.31,20141.16,18729.66,19784.73,22451.37,23016.82,21814.06,22457.46
2022-06-29,20281.17,20364.16,19937.79,20104.02,22442.04,23007.48,21805.57,22448.31
2022-06-28,20731.54,21164.42,20228.81,20280.63,22432.62,22998.02,21796.30,22438.98
2022-06-27,21028.24,21478.09,20620.20,20735.48,22422.73,22987.98,21786.77,22429.57
2022-06-26,21496.49,21783.72,21016.27,21027.29,22412.50,22977.55,21776.82,22419.67
2022-06-25,21233.61,21520.91,20964.59,21502.34,22401.97,22966.83,21766.53,22409.44
2022-06-24,21084.65,21472.92,20777.51,21231.66,22391.61,22956.31,21756.34,22398.92
2022-06-23,19986.61,21135.76,19950.12,21085.88,22381.23,22945.77,21746.15,22388.55
2022-06-22,20719.41,20835.75,19848.08,19987.03,22371.50,22935.35,21736.45,22378.16
2022-06-21,20594.29,21620.63,20415.06,20710.60,22361.33,22925.34,21726.78,22368.44
2022-06-20,20553.37,20913.32,19689.17,20599.54,22351.12,22914.54,21716.69,22358.28
2022-06-19,19010.90,20683.82,18067.15,20553.27,22341.09,22904.27,21707.13,22348.07
2022-06-18,20473.43,20736.04,17708.62,19017.64,22332.10,22894.17,21698.77,22338.04
2022-06-17,20385.72,21243.31,20326.52,20471.48,22322.18,22884.08,21690.66,22329.04
2022-06-16,22576.30,22868.92,20265.23,20381.65,22312.14,22873.61,21680.66,22319.12
2022-06-15,22196.73,22642.67,20178.38,22572.84,22300.51,22861.90,21670.66,22309.08
2022-06-14,22487.99,23018.95,20950.82,22206.79,22289.10,22850.43,21660.69,22297.47
2022-06-13,26737.58,26795.59,22141.26,22487.39,22277.53,22838.48,21649.99,22286.03
2022-06-12,28373.51,28502.69,26762.65,26762.65,22262.96,22824.01,21638.63,22274.47
2022-06-11,29084.67,29401.92,28236.21,28360.81,22247.18,22808.23,21623.97,22259.87
2022-06-10,30110.33,30245.81,28978.15,29083.80,22230.82,22791.84,21608.16,22244.11
2022-06-09,30215.28,30609.31,30020.27,30112.00,22214.01,22774.94,21591.84,22227.75
2022-06-08,31151.48,31253.69,29944.40,30214.36,22196.94,22757.81,21574.86,22210.94
2022-06-07,31371.74,31489.68,29311.68,31155.48,22179.50,22740.31,21557.92,22193.86
2022-06-06,29910.28,31693.29,29894.19,31370.67,22162.07,22722.92,21541.80,22176.43
2022-06-05,29835.12,30117.74,29574.45,29906.66,22145.74,22705.40,21525.37,22158.98
2022-06-04,29706.14,29930.56,29500.01,29832.91,22129.46,22688.96,21509.20,22142.67
2022-06-03,30467.81,30633.04,29375.69,29704.39,22113.55,22672.94,21493.12,22126.38
2022-06-02,29794.89,30604.73,29652.71,30467.49,22097.19,22656.46,21477.37,22110.48
2022-06-01,31792.55,31957.29,29501.59,29799.08,22081.36,22640.11,21461.57,22094.12
2022-05-31,31723.87,32249.86,31286.15,31792.31,22064.20,22622.83,21445.85,22078.28
2022-05-30,29443.37,31949.63,29303.57,31726.39,22047.38,22605.64,21429.00,22061.13
2022-05-29,29019.87,29498.01,28841.11,29445.96,22032.23,22588.70,21413.72,22044.31
2022-05-28,28622.63,28814.90,28554.57,28814.90,22017.36,22573.54,21398.94,22029.15
2022-05-27,29251.14,29346.94,28326.61,28627.57,22002.75,22558.83,21384.34,22014.42
2022-05-26,29564.78,29834.16,28261.91,29267.22,21987.54,22543.77,21369.71,21999.80
2022-05-25,29653.13,30157.79,29384.95,29562.36,21972.26,22528.38,21355.15,21984.58
2022-05-24,29101.13,29774.36,28786.59,29655.59,21957.06,22512.85,21339.93,21969.31
2022-05-23,30309.40,30590.59,28975.56,29098.91,21941.79,22497.60,21324.88,21954.14
2022-05-22,29432.47,30425.86,29275.18,30323.72,21925.44,22481.30,21309.47,21938.87
2022-05-21,29199.86,29588.87,29027.39,29432.23,21909.71,22464.95,21293.84,21922.51
2022-05-20,30311.12,30664.98,28793.61,29200.74,21894.11,22449.13,21278.29,21906.78
2022-05-19,28720.36,30430.75,28708.96,30314.33,21877.79,22432.65,21262.95,21891.18
2022-05-18,30424.48,30618.72,28720.27,28720.27,21862.54,22416.27,21247.66,21874.86
2022-05-17,29862.41,30694.49,29570.30,30425.86,21846.04,22399.78,21232.34,21859.61
2022-05-16,31304.38,31305.34,29251.88,29862.92,21829.52,22383.13,21215.99,21843.10
2022-05-15,30098.59,31308.19,29527.74,31305.11,21811.70,22365.58,21199.64,21826.59
2022-05-14,29285.64,30192.80,28702.91,30101.27,21794.68,22347.79,21183.02,21808.77
2022-05-13,29030.91,30924.80,28782.33,29283.10,21778.23,22330.73,21166.95,21791.75
2022-05-12,28936.73,30032.44,26350.49,29047.75,21761.95,22313.15,21150.82,21775.29
2022-05-11,31016.18,32013.40,28170.41,28936.36,21745.85,22296.27,21136.38,21758.99
2022-05-10,30273.65,32596.31,29944.80,31022.91,21728.21,22278.00,21120.78,21742.89
2022-05-09,34060.02,34222.07,30296.95,30296.95,21711.40,22259.55,21103.90,21725.25
2022-05-08,35502.94,35502.94,33878.96,34059.27,21691.91,22239.99,21087.07,21708.43
2022-05-07,36042.50,36129.93,34940.82,35501.95,21671.46,22219.55,21067.69,21688.94
2022-05-06,36573.18,36624.36,35482.13,36040.92,21650.47,22198.65,21047.43,21668.48
2022-05-05,39695.75,39789.28,35856.52,36575.14,21629.09,22177.27,21026.75,21647.50
2022-05-04,37748.01,39902.95,37732.06,39698.37,21605.45,22153.67,21005.81,21626.12
2022-05-03,38528.11,38630.00,37585.62,37750.45,21583.17,22130.01,20983.47,21602.47
2022-05-02,38472.19,39074.97,38156.56,38529.33,21560.36,22107.18,20961.23,21580.17
2022-05-01,37713.27,38627.86,37585.79,38469.09,21537.44,22084.04,20938.48,21557.38
2022-04-30,38605.86,38771.21,37697.94,37714.88,21515.08,22061.05,20916.12,21534.46
2022-04-29,39768.62,39887.27,38235.54,38609.82,21491.94,22037.97,20893.64,21512.10
2022-04-28,39241.43,40269.46,38941.42,39773.83,21467.75,22013.95,20870.49,21488.96
2022-04-27,38120.30,39397.92,37997.31,39241.12,21444.11,21989.60,20846.88,21464.77
2022-04-26,40448.42,40713.89,37884.98,38117.46,21421.23,21965.87,20824.06,21441.13
2022-04-25,39472.61,40491.75,38338.38,40458.31,21396.81,21941.28,20801.35,21418.26
2022-04-24,39478.38,39845.93,39233.54,39469.29,21373.02,21916.88,20778.34,21393.83
2022-04-23,39738.72,39935.86,39352.20,39486.73,21349.22,21892.86,20754.48,21370.04
2022-04-22,40525.86,40777.76,39315.42,39740.32,21325.19,21868.78,20730.70,21346.24
2022-04-21,41371.52,42893.58,40063.83,40527.36,21301.05,21844.48,20706.91,21322.20
2022-04-20,41501.75,42126.30,40961.10,41374.38,21276.35,21818.70,20683.09,21298.06
2022-04-19,40828.18,41672.96,40618.63,41502.75,21251.54,21793.48,20658.56,21273.35
2022-04-18,39721.20,40986.32,38696.19,40826.21,21227.19,21768.59,20634.34,21248.54
2022-04-17,40417.78,40570.73,39620.89,39716.95,21203.47,21744.16,20611.30,21224.19
2022-04-16,40552.32,40633.68,40078.43,40424.48,21179.27,21719.89,20587.64,21200.46
2022-04-15,39939.40,40617.72,39866.83,40553.46,21154.92,21695.57,20563.59,21176.26
2022-04-14,41160.22,41451.48,39695.75,39935.52,21131.16,21671.33,20539.71,21151.91
2022-04-13,40123.57,41430.05,39712.75,41166.73,21106.29,21646.52,20515.88,21128.15
2022-04-12,39533.71,40617.59,39388.33,40127.18,21082.34,21621.66,20492.00,21103.28
2022-04-11,42201.04,42424.59,39373.06,39521.90,21059.03,21597.58,20468.54,21079.32
2022-04-10,42781.09,43376.38,42021.21,42207.67,21033.75,21572.21,20445.21,21056.03
2022-04-09,42282.08,42786.82,42183.25,42782.14,21008.55,21546.59,20419.98,21030.72
2022-04-08,43505.14,43903.02,42183.29,42287.66,20983.79,21521.51,20395.23,21005.54
2022-04-07,43207.50,43860.70,42899.91,43503.85,20958.21,21495.66,20370.50,20980.79
2022-04-06,45544.36,45544.36,43193.95,43206.74,20932.81,21469.85,20345.32,20955.19
2022-04-05,46624.51,47106.14,45544.81,45555.99,20905.73,21442.81,20319.83,20929.80
2022-04-04,46445.27,46791.09,45235.82,46622.68,20877.78,21414.62,20292.58,20902.71
2022-04-03,45859.13,47313.48,45634.11,46453.57,20850.12,21386.74,20265.61,20874.78
2022-04-02,46285.50,47028.28,45782.51,45868.95,20822.82,21358.48,20238.45,20847.11
2022-04-01,45554.16,46616.24,44403.14,46281.64,20795.14,21330.38,20211.10,20819.81
2022-03-31,47062.15,47512.03,45390.54,45538.68,20767.96,21302.52,20184.68,20792.14
2022-03-30,47456.90,47655.15,46746.21,47062.66,20739.63,21274.02,20157.51,20764.96
2022-03-29,47100.44,48022.29,47100.44,47465.73,20711.07,21245.39,20129.35,20736.64
2022-03-28,46821.85,48086.84,46690.20,47128.00,20682.52,21216.46,20100.77,20708.07
2022-03-27,44505.36,46827.55,44437.29,46820.49,20654.34,21187.41,20072.49,20679.50
2022-03-26,44349.86,44736.00,44166.27,44500.83,20627.81,21159.24,20045.94,20651.32
2022-03-25,43964.55,44999.49,43706.29,44348.73,20601.48,21132.71,20019.65,20624.79
2022-03-24,42886.65,44131.86,42726.16,43960.93,20575.50,21106.04,19993.71,20598.46
2022-03-23,42364.38,42893.51,41877.51,42892.96,20550.27,21080.04,19968.42,20572.48
2022-03-22,41074.11,43124.71,40948.28,42358.81,20525.75,21055.16,19943.88,20547.24
2022-03-21,41246.13,41454.41,40668.04,41078.00,20502.43,21030.37,19920.34,20522.73
2022-03-20,42191.41,42241.16,41004.76,41247.82,20479.05,21006.88,19897.27,20499.40
2022-03-19,41794.65,42316.55,41602.67,42190.65,20454.81,20982.82,19873.84,20476.02
2022-03-18,40944.84,42195.75,40302.40,41801.16,20430.85,20958.57,19849.97,20451.77
2022-03-17,41140.84,41287.54,40662.87,40951.38,20407.38,20934.34,19826.88,20427.81
2022-03-16,39335.57,41465.45,39022.35,41143.93,20383.98,20910.88,19803.59,20404.34
2022-03-15,39664.25,39794.63,38310.21,39338.79,20361.95,20887.34,19781.55,20380.93
2022-03-14,37846.32,39742.50,37680.73,39666.75,20339.84,20865.23,19760.23,20358.90
2022-03-13,38884.73,39209.35,37728.14,37849.66,20319.03,20843.18,19739.29,20336.79
2022-03-12,38794.46,39308.60,38772.54,38904.01,20297.34,20821.44,19718.34,20315.99
2022-03-11,39439.97,40081.68,38347.43,38794.97,20275.66,20799.56,19696.52,20294.28
2022-03-10,41974.07,42004.73,38832.94,39437.46,20253.96,20777.39,19675.13,20272.60
2022-03-09,38742.82,42465.67,38706.09,41982.93,20230.63,20754.10,19653.84,20250.89
2022-03-08,38059.90,39304.44,37957.39,38737.27,20209.55,20730.46,19632.65,20227.56
2022-03-07,38429.30,39430.23,37260.20,38062.04,20189.06,20709.15,19612.06,20206.49
2022-03-06,39404.20,39640.18,38211.65,38419.98,20168.50,20687.88,19592.04,20186.00
2022-03-05,39148.45,39566.34,38777.04,39400.59,20147.39,20666.67,19571.51,20165.45
2022-03-04,42458.14,42479.61,38805.85,39137.61,20126.36,20645.53,19550.73,20144.35
2022-03-03,43925.20,44021.58,41914.75,42451.79,20102.95,20622.17,19529.87,20123.32
2022-03-02,44357.62,45077.58,43432.85,43924.12,20078.17,20597.72,19506.49,20099.96
2022-03-01,43194.50,44793.60,42952.59,44354.64,20052.99,20572.13,19481.90,20075.18
2022-02-28,37706.00,43760.46,37518.21,43193.23,20028.75,20546.75,19457.58,20050.01
2022-02-27,39098.70,39778.94,37268.98,37709.79,20008.54,20522.27,19437.33,20025.76
2022-02-26,39213.08,40005.35,38702.54,39105.15,19987.29,20500.66,19417.27,20005.56
2022-02-25,38333.75,39630.32,38111.34,39214.22,19965.67,20478.81,19396.01,19984.30
2022-02-24,37278.57,38968.84,34459.22,38332.61,19944.92,20457.20,19375.21,19962.71
2022-02-23,38285.28,39122.39,37201.82,37296.57,19924.63,20435.99,19356.82,19941.96
2022-02-22,37068.77,38359.86,36488.93,38286.03,19904.21,20415.01,19336.54,19921.64
2022-02-21,38423.21,39394.44,36950.48,37075.28,19884.12,20394.56,19316.85,19901.22
2022-02-20,40118.10,40119.89,38112.81,38431.38,19862.96,20372.82,19296.74,19881.12
2022-02-19,40026.02,40418.88,39713.06,40122.16,19840.67,20350.59,19275.79,19859.95
2022-02-18,40552.13,40929.15,39637.62,40030.98,19818.40,20328.15,19253.60,19837.65
2022-02-17,43937.07,44132.97,40249.37,40538.01,19795.36,20305.26,19231.18,19815.37
2022-02-16,44578.28,44578.28,43456.69,43961.86,19769.80,20279.66,19208.24,19792.34
2022-02-15,42586.46,44667.22,42491.04,44575.20,19743.63,20253.68,19182.83,19766.77
2022-02-14,42157.40,42775.78,41681.96,42586.92,19718.98,20227.69,19158.11,19740.58
2022-02-13,42236.57,42693.05,41950.94,42197.52,19694.83,20203.12,19134.00,19715.91
2022-02-12,42412.30,42992.55,41852.57,42244.47,19670.37,20178.57,19109.75,19691.72
2022-02-11,43571.13,43810.83,42114.54,42407.94,19645.70,20153.68,19085.46,19667.25
2022-02-10,44347.80,45661.17,43402.81,43565.11,19620.22,20128.23,19060.92,19642.60
2022-02-09,44096.70,44727.80,43232.97,44338.80,19593.52,20101.26,19034.77,19617.12
2022-02-08,43854.65,45293.87,42807.84,44118.45,19566.90,20074.29,19008.76,19590.42
2022-02-07,42406.78,44401.86,41748.16,43840.29,19540.44,20046.84,18982.98,19563.79
2022-02-06,41441.12,42500.79,41244.91,42412.43,19515.18,20020.25,18957.91,19537.31
2022-02-05,41501.48,41847.16,41038.10,41441.16,19490.52,19994.97,18933.40,19512.03
2022-02-04,37149.27,41527.79,37093.63,41500.88,19465.61,19970.12,18908.82,19487.37
2022-02-03,36944.80,37154.60,36375.54,37154.60,19443.95,19945.36,18887.02,19462.46
2022-02-02,38743.71,38834.62,36832.73,36952.98,19422.45,19923.77,18865.79,19440.79
2022-02-01,38481.77,39115.13,38113.66,38743.27,19400.10,19901.37,18844.33,19419.29
2022-01-31,37920.28,38647.26,36733.57,38483.13,19377.68,19878.80,18822.16,19396.94
2022-01-30,38151.92,38266.34,37437.71,37917.60,19355.49,19856.30,18800.79,19374.51
2022-01-29,37780.71,38576.26,37406.47,38138.18,19333.24,19834.01,18778.71,19352.32
2022-01-28,37128.45,37952.88,36211.11,37784.33,19311.18,19811.60,18756.90,19330.06
2022-01-27,36841.88,37148.32,35629.28,37138.23,19289.78,19789.69,18735.81,19307.99
2022-01-26,36950.52,38825.41,36374.91,36852.12,19269.16,19768.87,18715.41,19286.58
2022-01-25,36654.80,37444.57,35779.43,36954.00,19248.37,19746.94,18695.01,19265.94
2022-01-24,36275.73,37247.52,33184.06,36654.33,19228.04,19726.07,18675.03,19245.14
2022-01-23,35047.36,36433.31,34784.97,36276.80,19208.20,19705.56,18656.98,19224.83
2022-01-22,36471.59,36688.81,34349.25,35030.25,19189.32,19685.73,18638.17,19204.98
2022-01-21,40699.61,41060.53,35791.43,36457.32,19169.62,19665.95,18619.82,19186.15
2022-01-20,41744.03,43413.02,40672.82,40680.42,19146.79,19642.97,18600.23,19166.45
2022-01-19,42374.04,42478.30,41242.91,41744.33,19123.36,19618.46,18577.29,19143.63
2022-01-18,42250.07,42534.40,41392.21,42375.63,19099.48,19594.67,18554.15,19120.19
2022-01-17,43118.12,43179.39,41680.32,42250.55,19075.46,19570.75,18530.58,19096.29
2022-01-16,43172.04,43436.81,42691.02,43113.88,19050.62,19546.11,18506.65,19072.28
2022-01-15,43101.90,43724.67,42669.04,43177.40,19025.42,19520.97,18481.44,19047.35
2022-01-14,42598.87,43346.69,41982.62,43099.70,19000.57,19495.70,18456.55,19022.17
2022-01-13,43946.74,44278.42,42447.04,42591.57,18976.09,19470.87,18432.28,18997.33
2022-01-12,42742.18,44135.37,42528.99,43949.10,18950.62,19445.26,18407.52,18972.84
2022-01-11,41819.51,43001.16,41407.75,42735.86,18926.68,19420.42,18382.90,18947.36
2022-01-10,41910.23,42199.48,39796.57,41821.26,18903.36,19396.47,18359.72,18923.40
2022-01-09,41734.73,42663.95,41338.16,41911.60,18880.28,19373.43,18337.70,18900.10
2022-01-08,41561.46,42228.94,40672.28,41733.94,18856.79,19349.89,18314.32,18877.01
2022-01-07,43153.57,43153.57,41077.45,41557.90,18833.79,19326.54,18291.57,18853.53
2022-01-06,43565.51,43748.72,42645.54,43160.93,18809.69,19302.47,18268.31,18830.51
2022-01-05,45899.36,46929.05,42798.22,43569.00,18785.68,19278.47,18244.52,18806.39
2022-01-04,46458.85,47406.55,45752.46,45897.57,18760.61,19252.76,18220.88,18782.39
