Date,Open,High,Low,Close,200_WMA_Open,200_WMA_High,200_WMA_Low,200_WMA_Close,200_WMA_Dollar_1_Day,200_WMA_Percent_1_Day,Price_Change_Dollar_200_Week,Price_Change_Percent_200_Week,Price_Change_Dollar_Same_Day_Swing,Price_Change_Percent_Same_Day_Swing,Price_Change_Dollar_1_Day,Price_Change_Percent_1_Day
2019-02-03,3516.14,3521.39,3447.92,3464.01,3308.64,3406.79,3198.04,3310.68,2.29,0.07,3203.42,1229.26,73.46,2.1,-57.05,-1.62
2019-02-02,3484.63,3523.29,3467.57,3521.06,3306.31,3404.46,3195.75,3308.39,2.34,0.07,3267.36,1287.90,55.71,1.6,33.12,0.95
2019-02-01,3460.55,3501.95,3431.59,3487.95,3304.00,3402.12,3193.46,3306.05,2.30,0.07,3233.62,1271.47,70.36,2.0,30.15,0.87
2019-01-31,3485.41,3504.80,3447.92,3457.79,3301.71,3399.81,3191.19,3303.75,2.29,0.07,3204.79,1266.69,56.89,1.6,-28.39,-0.81
2019-01-30,3443.90,3495.17,3429.39,3486.18,3299.40,3397.48,3188.90,3301.46,2.32,0.07,3238.91,1309.86,65.79,1.9,38.06,1.10
2019-01-29,3468.87,3476.07,3400.82,3448.12,3297.11,3395.16,3186.62,3299.14,2.29,0.07,3203.89,1311.87,75.25,2.2,-22.33,-0.64
2019-01-28,3584.28,3586.75,3439.23,3470.45,3294.81,3392.86,3184.36,3296.85,2.30,0.07,3222.92,1302.05,147.52,4.3,-113.52,-3.17
2019-01-27,3604.69,3612.67,3567.25,3583.97,3292.43,3390.47,3182.08,3294.55,2.38,0.07,3341.25,1376.63,45.43,1.3,-18.49,-0.51
2019-01-26,3599.72,3654.93,3593.35,3602.46,3290.03,3388.07,3179.70,3292.17,2.40,0.07,3349.66,1325.04,61.59,1.7,2.69,0.07
2019-01-25,3607.39,3612.93,3575.60,3599.77,3287.64,3385.64,3177.31,3289.77,2.39,0.07,3352.74,1357.22,37.33,1.0,-1.10,-0.03
2019-01-24,3584.50,3616.09,3569.09,3600.87,3285.24,3383.25,3174.93,3287.38,2.40,0.07,3352.33,1348.85,46.99,1.3,15.74,0.44
2019-01-23,3605.56,3623.07,3565.31,3585.12,3282.85,3380.85,3172.56,3284.98,2.38,0.07,3338.93,1356.20,57.75,1.6,-19.45,-0.54
2019-01-22,3575.08,3620.75,3539.72,3604.58,3280.46,3378.44,3170.18,3282.60,2.40,0.07,3358.98,1367.69,81.03,2.2,28.54,0.80
2019-01-21,3600.37,3608.84,3558.54,3576.03,3278.09,3376.04,3167.83,3280.20,2.36,0.07,3309.29,1240.64,50.30,1.4,-24.98,-0.69
2019-01-20,3725.45,3743.39,3583.02,3601.01,3275.71,3373.66,3165.47,3277.84,2.39,0.07,3333.05,1243.86,160.37,4.5,-127.55,-3.42
2019-01-19,3652.38,3758.53,3652.38,3728.57,3273.24,3371.18,3163.10,3275.45,2.47,0.08,3468.54,1333.93,106.16,2.8,70.73,1.93
2019-01-18,3677.99,3682.52,3637.08,3657.84,3270.81,3368.68,3160.67,3272.98,2.43,0.07,3396.09,1297.46,45.44,1.2,-20.72,-0.56
2019-01-17,3651.87,3680.14,3621.96,3678.56,3268.37,3366.24,3158.26,3270.55,2.44,0.07,3417.64,1309.80,58.18,1.6,23.56,0.64
2019-01-16,3631.51,3685.78,3624.67,3655.01,3265.95,3363.80,3155.85,3268.11,2.43,0.07,3398.71,1326.07,61.10,1.7,24.33,0.67
2019-01-15,3704.22,3720.15,3619.95,3630.68,3263.56,3361.37,3153.44,3265.68,2.39,0.07,3345.17,1171.67,100.20,2.8,-75.38,-2.03
2019-01-14,3557.31,3727.84,3552.29,3706.05,3261.12,3358.92,3151.06,3263.29,2.44,0.07,3415.46,1175.34,175.55,4.7,153.10,4.31
2019-01-13,3658.87,3674.76,3544.93,3552.95,3258.78,3356.47,3148.72,3260.85,2.33,0.07,3266.56,1140.59,129.83,3.7,-108.35,-2.96
2019-01-12,3686.97,3698.98,3653.81,3661.30,3256.37,3354.05,3146.39,3258.52,2.41,0.07,3379.42,1198.86,45.17,1.2,-26.06,-0.71
2019-01-11,3674.02,3713.88,3653.07,3687.37,3253.94,3351.61,3143.98,3256.11,2.43,0.07,3402.03,1192.28,60.81,1.6,8.44,0.23
2019-01-10,4034.41,4064.07,3659.17,3678.92,3251.53,3349.17,3141.58,3253.68,2.42,0.07,3384.57,1149.83,404.89,11.0,-356.37,-8.83
2019-01-09,4031.55,4068.40,4022.66,4035.30,3248.85,3346.48,3139.17,3251.26,2.67,0.08,3738.92,1261.53,45.74,1.1,4.45,0.11
2019-01-08,4028.47,4109.02,3996.96,4030.85,3246.18,3343.79,3136.51,3248.59,2.67,0.08,3739.09,1281.56,112.07,2.8,5.60,0.14
2019-01-07,4078.58,4092.61,4020.89,4025.25,3243.51,3341.07,3133.86,3245.92,2.67,0.08,3735.64,1289.90,71.72,1.8,-51.38,-1.26
2019-01-06,3836.52,4093.30,3826.51,4076.63,3240.80,3338.35,3131.18,3243.25,2.72,0.08,3802.28,1385.90,266.78,6.5,231.44,6.02
2019-01-05,3851.97,3904.90,3836.90,3845.19,3238.25,3335.63,3128.64,3240.53,2.54,0.08,3568.93,1291.87,68.00,1.8,-12.52,-0.32
2019-01-04,3832.04,3865.93,3783.85,3857.72,3235.70,3333.04,3126.10,3237.99,2.57,0.08,3584.99,1314.52,82.08,2.1,20.98,0.55
2019-01-03,3931.05,3935.69,3826.22,3836.74,3233.16,3330.47,3123.59,3235.42,2.54,0.08,3560.56,1289.23,109.46,2.9,-106.67,-2.70
2019-01-02,3849.22,3947.98,3817.41,3943.41,3230.54,3327.86,3121.04,3232.88,2.62,0.08,3670.32,1343.99,130.57,3.3,99.89,2.60
2019-01-01,3746.71,3850.91,3707.23,3843.52,3228.00,3325.25,3118.51,3230.26,2.54,0.08,3561.82,1264.39,143.68,3.7,100.82,2.69
2018-12-31,3866.84,3868.74,3725.87,3742.70,3225.52,3322.70,3116.05,3227.72,2.48,0.08,3467.03,1257.67,142.88,3.8,-123.25,-3.19
2018-12-30,3822.38,3901.91,3797.22,3865.95,3222.94,3320.13,3113.57,3225.24,2.58,0.08,3605.75,1385.75,104.69,2.7,45.54,1.19
2018-12-29,3932.49,3963.76,3820.41,3820.41,3220.39,3317.53,3111.04,3222.66,2.54,0.08,3566.15,1402.54,143.35,3.8,-103.51,-2.64
2018-12-28,3653.13,3956.14,3642.63,3923.92,3217.76,3314.88,3108.49,3220.12,2.62,0.08,3670.09,1445.90,313.50,8.0,269.09,7.36
2018-12-27,3854.69,3874.42,3645.45,3654.83,3215.32,3312.24,3106.05,3217.50,2.45,0.08,3418.41,1445.87,228.97,6.3,-202.46,-5.25
2018-12-26,3819.67,3893.36,3769.86,3857.30,3212.74,3309.64,3103.62,3215.05,2.58,0.08,3619.83,1524.33,123.50,3.2,41.81,1.10
2018-12-25,4081.03,4089.56,3760.02,3815.49,3210.18,3307.03,3101.09,3212.47,2.56,0.08,3576.76,1498.21,329.54,8.6,-263.11,-6.45
2018-12-24,4000.33,4271.79,4000.33,4078.60,3207.44,3304.28,3098.58,3209.91,2.74,0.09,3839.71,1607.30,271.46,6.7,79.62,1.99
2018-12-23,4020.99,4085.72,3976.41,3998.98,3204.75,3301.40,3095.88,3207.17,2.69,0.08,3763.00,1594.65,109.32,2.7,-15.20,-0.38
2018-12-22,3898.08,4014.18,3855.74,4014.18,3202.05,3298.66,3093.21,3204.48,2.69,0.08,3769.65,1541.56,158.44,3.9,117.64,3.02
2018-12-21,4133.70,4198.43,3850.95,3896.54,3199.44,3295.98,3090.63,3201.79,2.61,0.08,3652.76,1498.39,347.48,8.9,-237.90,-5.75
2018-12-20,3742.20,4191.23,3728.97,4134.44,3196.66,3293.15,3088.05,3199.18,2.78,0.09,3894.16,1620.65,462.25,11.2,388.49,10.37
2018-12-19,3706.82,3949.32,3687.23,3745.95,3194.16,3290.33,3085.56,3196.40,2.51,0.08,3509.62,1485.08,262.09,7.0,49.89,1.35
2018-12-18,3544.76,3701.35,3487.17,3696.06,3191.68,3287.69,3083.09,3193.89,2.46,0.08,3452.45,1417.20,214.18,5.8,150.19,4.24
2018-12-17,3253.12,3597.92,3253.12,3545.86,3189.32,3285.22,3080.76,3191.43,2.37,0.07,3312.02,1416.34,344.79,9.7,293.03,9.01
2018-12-16,3236.27,3305.75,3233.82,3252.84,3187.16,3282.82,3078.60,3189.06,2.15,0.07,3018.01,1285.22,71.93,2.2,16.08,0.50
2018-12-15,3244.00,3275.38,3191.30,3236.76,3185.04,3280.65,3076.46,3186.91,2.13,0.07,2979.44,1157.87,84.07,2.6,-5.72,-0.18
2018-12-14,3311.75,3329.56,3206.54,3242.48,3182.89,3278.50,3074.34,3184.78,2.15,0.07,3007.06,1277.28,123.01,3.8,-71.19,-2.15
2018-12-13,3487.88,3489.74,3298.13,3313.68,3180.68,3276.29,3072.21,3182.63,2.21,0.07,3091.91,1394.24,191.61,5.8,-173.27,-4.97
2018-12-12,3421.46,3534.23,3413.48,3486.95,3178.35,3273.96,3070.01,3180.42,2.33,0.07,3267.77,1490.87,120.75,3.5,62.36,1.82
2018-12-11,3497.55,3513.19,3392.25,3424.59,3176.06,3271.59,3067.73,3178.09,2.29,0.07,3204.75,1457.77,120.94,3.5,-78.07,-2.23
2018-12-10,3612.05,3647.33,3470.14,3502.66,3173.72,3269.24,3065.46,3175.80,2.35,0.07,3282.55,1491.32,177.19,5.1,-111.58,-3.09
2018-12-09,3473.23,3685.31,3469.09,3614.23,3171.30,3266.79,3063.14,3173.45,2.42,0.08,3390.82,1517.74,216.21,6.0,138.12,3.97
2018-12-08,3421.91,3506.04,3350.65,3476.11,3168.98,3264.32,3060.82,3171.03,2.32,0.07,3248.36,1426.26,155.39,4.5,56.18,1.64
2018-12-07,3512.59,3512.59,3280.23,3419.94,3166.69,3261.99,3058.58,3168.71,2.28,0.07,3197.67,1438.67,232.36,6.8,-101.16,-2.87
2018-12-06,3754.07,3874.97,3521.10,3521.10,3164.34,3259.64,3056.39,3166.43,2.36,0.07,3303.99,1521.80,353.86,10.0,-232.89,-6.20
2018-12-05,3958.89,3969.54,3753.99,3753.99,3161.82,3257.04,3054.03,3164.07,2.52,0.08,3527.14,1554.81,215.54,5.7,-202.90,-5.13
2018-12-04,3886.29,4075.63,3832.75,3956.89,3159.16,3254.37,3051.51,3161.55,2.67,0.08,3729.63,1641.07,242.88,6.1,62.76,1.61
2018-12-03,4147.32,4155.98,3840.45,3894.13,3156.55,3251.64,3048.93,3158.88,2.61,0.08,3655.90,1534.62,315.53,8.1,-245.75,-5.94
2018-12-02,4200.73,4301.52,4110.98,4139.88,3153.75,3248.84,3046.34,3156.27,2.79,0.09,3912.91,1723.96,190.54,4.6,-74.79,-1.77
2018-12-01,4024.46,4309.38,3969.71,4214.67,3150.90,3245.94,3043.56,3153.48,2.86,0.09,3997.21,1838.10,339.67,8.1,197.40,4.91
2018-11-30,4289.09,4322.98,3942.82,4017.27,3148.19,3243.02,3040.88,3150.62,2.70,0.09,3790.84,1674.22,380.15,9.5,-261.58,-6.11
2018-11-29,4269.00,4413.02,4145.77,4278.85,3145.29,3240.11,3038.22,3147.92,2.89,0.09,4045.33,1732.38,267.26,6.2,21.43,0.50
2018-11-28,3822.47,4385.90,3822.47,4257.42,3142.41,3237.13,3035.42,3145.03,2.88,0.09,4023.50,1720.07,563.43,13.2,436.70,11.43
2018-11-27,3765.95,3862.96,3661.01,3820.72,3139.87,3234.18,3032.85,3142.15,2.54,0.08,3557.24,1350.13,201.95,5.3,41.59,1.10
2018-11-26,4015.07,4107.14,3643.92,3779.13,3137.37,3231.62,3030.42,3139.61,2.50,0.08,3505.66,1281.90,463.22,12.3,-230.84,-5.76
2018-11-25,3880.78,4120.87,3585.06,4009.97,3134.69,3228.91,3028.00,3137.11,2.69,0.09,3756.25,1480.48,535.81,13.4,129.21,3.33
2018-11-24,4347.69,4413.09,3795.16,3880.76,3132.09,3226.15,3025.61,3134.42,2.59,0.08,3632.91,1465.79,617.93,15.9,-466.35,-10.73
2018-11-23,4360.70,4396.42,4195.68,4347.11,3129.15,3223.17,3023.06,3131.83,2.94,0.09,4114.23,1766.68,200.74,4.6,-18.83,-0.43
2018-11-22,4611.57,4629.64,4365.64,4365.94,3126.20,3220.20,3020.23,3128.89,2.95,0.09,4132.53,1770.53,264.00,6.0,-236.23,-5.13
2018-11-21,4465.54,4675.73,4343.98,4602.17,3123.07,3217.06,3017.27,3125.94,3.13,0.10,4375.27,1928.31,331.75,7.2,150.30,3.38
2018-11-20,4863.93,4951.61,4272.11,4451.87,3120.03,3213.89,3014.32,3122.81,3.03,0.10,4240.56,2006.75,679.50,15.3,-419.62,-8.61
2018-11-19,5620.78,5620.78,4842.91,4871.49,3116.71,3210.50,3011.41,3119.78,3.32,0.11,4656.63,2167.28,777.87,16.0,-752.05,-13.37
2018-11-18,5559.74,5653.61,5559.74,5623.54,3112.85,3206.64,3008.10,3116.46,3.87,0.12,5413.20,2573.56,93.87,1.7,69.21,1.25
2018-11-17,5578.58,5578.58,5519.56,5554.33,3109.02,3202.76,3004.27,3112.59,3.82,0.12,5355.07,2687.48,59.02,1.1,-21.22,-0.38
2018-11-16,5645.32,5657.02,5498.94,5575.55,3105.18,3198.93,3000.47,3108.77,3.84,0.12,5367.45,2579.30,158.08,2.8,-72.48,-1.28
2018-11-15,5736.15,5774.82,5358.38,5648.03,3101.30,3195.04,2996.68,3104.93,3.88,0.13,5438.19,2591.54,416.44,7.4,-90.32,-1.57
2018-11-14,6351.24,6371.55,5544.09,5738.35,3097.33,3191.08,2992.98,3101.05,3.97,0.13,5560.25,3121.93,827.46,14.4,-621.14,-9.77
2018-11-13,6373.19,6395.27,6342.67,6359.49,3092.95,3186.69,2989.14,3097.08,4.38,0.14,6133.63,2715.67,52.60,0.8,-11.78,-0.18
2018-11-12,6411.76,6434.21,6360.47,6371.27,3088.59,3182.32,2984.77,3092.70,4.36,0.14,6103.47,2279.15,73.74,1.2,-40.00,-0.62
2018-11-11,6413.63,6423.25,6350.17,6411.27,3084.20,3177.91,2980.42,3088.34,4.39,0.14,6145.61,2313.34,73.08,1.1,2.05,0.03
2018-11-10,6386.13,6437.28,6385.31,6409.22,3079.82,3173.52,2976.07,3083.95,4.38,0.14,6134.42,2232.36,51.97,0.8,23.60,0.37
2018-11-09,6442.60,6456.46,6373.37,6385.62,3075.46,3169.13,2971.70,3079.57,4.36,0.14,6095.21,2098.84,83.09,1.3,-68.10,-1.06
2018-11-08,6522.27,6536.92,6438.53,6453.72,3071.06,3164.73,2967.35,3075.21,4.40,0.14,6170.37,2177.66,98.39,1.5,-76.42,-1.17
2018-11-07,6468.50,6552.16,6468.31,6530.14,3066.61,3160.27,2962.95,3070.81,4.46,0.15,6235.80,2118.59,83.85,1.3,69.13,1.07
2018-11-06,6433.38,6463.55,6408.16,6461.01,3062.20,3155.80,2958.54,3066.35,4.41,0.14,6174.82,2157.60,55.39,0.9,41.35,0.64
2018-11-05,6363.62,6480.59,6363.62,6419.66,3057.80,3151.39,2954.15,3061.94,4.39,0.14,6145.19,2238.90,116.97,1.8,43.53,0.68
2018-11-04,6365.47,6388.63,6294.57,6376.13,3053.44,3146.96,2949.80,3057.55,4.36,0.14,6111.94,2313.42,94.06,1.5,14.87,0.23
2018-11-03,6387.24,6400.07,6342.37,6361.26,3049.09,3142.60,2945.49,3053.19,4.35,0.14,6080.18,2163.13,57.70,0.9,-27.18,-0.43
2018-11-02,6378.92,6396.86,6327.38,6388.44,3044.76,3138.25,2941.16,3048.84,4.34,0.14,6073.41,1927.87,69.48,1.1,10.66,0.17
2018-11-01,6318.14,6547.14,6311.83,6377.78,3040.42,3133.91,2936.86,3044.50,4.33,0.14,6063.53,1929.53,235.31,3.7,60.17,0.95
2018-10-31,6336.99,6349.16,6316.88,6317.61,3036.14,3129.46,2932.58,3040.17,4.28,0.14,5997.42,1873.06,32.28,0.5,-16.66,-0.26
2018-10-30,6337.04,6364.99,6310.14,6334.27,3031.84,3125.16,2928.29,3035.89,4.30,0.14,6023.53,1938.47,54.85,0.9,1.64,0.03
2018-10-29,6492.35,6503.60,6306.99,6332.63,3027.53,3120.84,2924.00,3031.59,4.31,0.14,6019.96,1925.34,196.61,3.1,-153.76,-2.37
2018-10-28,6482.66,6502.28,6447.91,6486.39,3023.12,3116.42,2919.72,3027.28,4.40,0.15,6169.15,1944.64,54.37,0.8,6.01,0.09
2018-10-27,6480.84,6507.41,6453.53,6480.38,3018.72,3112.00,2915.33,3022.88,4.41,0.15,6164.52,1951.64,53.88,0.8,5.63,0.09
2018-10-26,6468.44,6498.29,6449.61,6474.75,3014.32,3107.59,2910.95,3018.47,4.39,0.15,6146.83,1874.47,48.68,0.8,-1.54,-0.02
2018-10-25,6484.65,6504.65,6447.03,6476.29,3009.93,3103.19,2906.57,3014.08,4.40,0.15,6157.28,1930.13,57.62,0.9,-19.55,-0.30
2018-10-24,6478.89,6521.99,6468.86,6495.84,3005.53,3098.77,2902.19,3009.68,4.41,0.15,6173.31,1914.00,53.13,0.8,20.10,0.31
2018-10-23,6472.36,6506.01,6451.27,6475.74,3001.14,3094.35,2897.80,3005.27,4.38,0.15,6141.17,1835.53,54.74,0.8,-11.42,-0.18
2018-10-22,6486.05,6543.80,6462.98,6487.16,2996.75,3089.94,2893.42,3000.89,4.40,0.15,6155.27,1854.64,80.82,1.2,4.81,0.07
2018-10-21,6490.09,6556.38,6476.00,6482.35,2992.35,3085.51,2889.04,2996.49,4.40,0.15,6161.51,1920.41,80.38,1.2,-6.84,-0.11
2018-10-20,6460.92,6497.72,6449.00,6489.19,2987.95,3081.06,2884.64,2992.09,4.40,0.15,6159.23,1866.68,48.72,0.8,23.78,0.37
2018-10-19,6478.07,6493.68,6445.31,6465.41,2983.56,3076.66,2880.26,2987.69,4.39,0.15,6147.57,1934.15,48.37,0.7,-11.30,-0.17
2018-10-18,6542.33,6567.54,6450.04,6476.71,2979.16,3072.24,2875.87,2983.30,4.41,0.15,6165.31,1979.90,117.50,1.8,-67.72,-1.03
2018-10-17,6590.52,6601.21,6517.45,6544.43,2974.71,3067.78,2871.48,2978.89,4.44,0.15,6224.65,1946.57,83.76,1.3,-51.68,-0.78
2018-10-16,6601.41,6673.59,6571.37,6596.11,2970.24,3063.31,2867.05,2974.45,4.48,0.15,6269.05,1916.78,102.22,1.5,-0.43,-0.01
2018-10-15,6292.64,6965.06,6258.68,6596.54,2965.77,3058.79,2862.59,2969.97,4.47,0.15,6251.19,1810.13,706.38,10.7,305.61,4.86
2018-10-14,6288.49,6363.21,6280.15,6290.93,2961.52,3054.06,2858.37,2965.50,4.24,0.14,5939.30,1689.07,83.06,1.3,4.94,0.08
2018-10-13,6278.08,6308.51,6259.81,6285.99,2957.28,3049.77,2854.13,2961.26,4.24,0.14,5938.61,1709.56,48.70,0.8,11.41,0.18
2018-10-12,6239.25,6328.50,6236.47,6274.58,2953.05,3045.52,2849.91,2957.02,4.23,0.14,5922.04,1679.81,92.03,1.5,18.34,0.29
2018-10-11,6586.74,6586.74,6243.74,6256.24,2948.84,3041.25,2845.70,2952.79,4.22,0.14,5905.73,1684.92,343.00,5.5,-329.29,-5.00
2018-10-10,6640.29,6640.29,6538.96,6585.53,2944.38,3036.81,2841.48,2948.57,4.46,0.15,6239.17,1801.33,101.33,1.5,-57.11,-0.86
2018-10-09,6653.08,6661.41,6606.94,6642.64,2939.89,3032.31,2837.06,2944.11,4.49,0.15,6290.42,1785.94,54.47,0.8,-9.59,-0.14
2018-10-08,6600.19,6675.06,6576.04,6652.23,2935.40,3027.81,2832.59,2939.62,4.49,0.15,6290.32,1738.09,99.02,1.5,49.28,0.75
2018-10-07,6590.68,6641.49,6557.04,6602.95,2930.95,3023.32,2828.15,2935.13,4.45,0.15,6227.85,1660.34,84.45,1.3,14.64,0.22
2018-10-06,6622.45,6628.54,6577.80,6588.31,2926.51,3018.84,2823.73,2930.68,4.44,0.15,6213.52,1657.89,50.74,0.8,-34.17,-0.52
2018-10-05,6574.15,6623.62,6557.41,6622.48,2922.05,3014.38,2819.30,2926.24,4.46,0.15,6245.63,1657.31,66.21,1.0,45.79,0.70
2018-10-04,6497.91,6603.31,6497.91,6576.69,2917.62,3009.92,2814.88,2921.78,4.43,0.15,6207.09,1679.39,105.40,1.6,74.10,1.14
2018-10-03,6553.86,6571.46,6454.03,6502.59,2913.25,3005.47,2810.50,2917.35,4.38,0.15,6127.58,1633.98,117.43,1.8,-53.51,-0.82
2018-10-02,6593.24,6611.84,6537.90,6556.10,2908.84,3001.05,2806.15,2912.97,4.41,0.15,6174.79,1619.34,73.94,1.1,-33.52,-0.51
2018-10-01,6619.85,6653.30,6549.08,6589.62,2904.40,2996.60,2801.75,2908.56,4.44,0.15,6210.38,1637.56,104.22,1.6,-35.94,-0.54
2018-09-30,6604.71,6643.78,6566.54,6625.56,2899.94,2992.12,2797.34,2904.12,4.46,0.15,6247.51,1652.58,77.24,1.2,23.60,0.36
2018-09-29,6643.10,6643.10,6511.65,6601.96,2895.49,2987.65,2792.92,2899.66,4.45,0.15,6226.47,1658.22,131.45,2.0,-42.17,-0.63
2018-09-28,6678.75,6785.03,6598.32,6644.13,2891.01,2983.18,2788.54,2895.21,4.47,0.15,6267.68,1664.96,186.71,2.8,-32.62,-0.49
2018-09-27,6495.29,6712.10,6464.95,6676.75,2886.51,2978.61,2784.08,2890.74,4.51,0.16,6307.08,1706.14,247.15,3.7,181.75,2.80
2018-09-26,6452.79,6585.91,6397.89,6495.00,2882.13,2974.08,2779.72,2886.23,4.37,0.15,6126.63,1663.17,188.02,2.9,48.53,0.75
2018-09-25,6603.64,6603.64,6381.86,6446.47,2877.79,2969.65,2775.42,2881.86,4.34,0.15,6071.12,1617.46,221.78,3.4,-148.94,-2.26
2018-09-24,6704.77,6713.56,6580.90,6595.41,2873.34,2965.21,2771.12,2877.52,4.44,0.15,6218.51,1649.91,132.66,2.0,-115.22,-1.72
2018-09-23,6715.32,6766.15,6679.42,6710.63,2868.82,2960.69,2766.69,2873.08,4.53,0.16,6343.06,1725.66,86.73,1.3,-11.35,-0.17
2018-09-22,6735.05,6814.56,6616.80,6721.98,2864.27,2956.13,2762.17,2868.55,4.55,0.16,6369.06,1804.68,197.76,2.9,-12.97,-0.19
2018-09-21,6513.87,6794.33,6496.36,6734.95,2859.71,2951.52,2757.69,2864.00,4.56,0.16,6384.10,1819.62,297.97,4.4,215.28,3.30
2018-09-20,6398.85,6529.26,6395.95,6519.67,2855.32,2946.92,2753.30,2859.44,4.40,0.15,6161.83,1721.95,133.31,2.0,121.13,1.89
2018-09-19,6371.85,6448.46,6208.34,6398.54,2851.02,2942.53,2748.98,2855.04,4.30,0.15,6017.98,1581.37,240.12,3.8,27.24,0.43
2018-09-18,6280.91,6384.18,6265.71,6371.30,2846.73,2938.20,2744.82,2850.74,4.29,0.15,5996.10,1598.12,118.47,1.9,90.10,1.43
2018-09-17,6514.06,6540.21,6257.52,6281.20,2842.52,2933.92,2740.60,2846.45,4.21,0.15,5893.79,1521.34,282.69,4.5,-235.98,-3.62
2018-09-16,6536.68,6544.33,6460.10,6517.18,2838.15,2929.54,2736.41,2842.24,4.37,0.15,6129.30,1580.20,84.23,1.3,-26.02,-0.40
2018-09-15,6509.40,6561.72,6493.55,6543.20,2833.75,2925.15,2732.06,2837.87,4.41,0.16,6167.07,1639.60,68.17,1.0,30.49,0.47
2018-09-14,6515.41,6596.10,6456.17,6512.71,2829.38,2920.75,2727.69,2833.46,4.37,0.15,6114.89,1537.11,139.93,2.1,-4.60,-0.07
2018-09-13,6354.24,6535.41,6354.24,6517.31,2825.03,2916.34,2723.35,2829.09,4.35,0.15,6096.58,1449.03,181.17,2.8,165.51,2.61
2018-09-12,6317.01,6363.87,6265.09,6351.80,2820.79,2912.00,2719.10,2824.74,4.24,0.15,5928.24,1399.62,98.78,1.6,30.60,0.48
2018-09-11,6331.88,6398.92,6260.21,6321.20,2816.55,2907.76,2714.88,2820.50,4.25,0.15,5953.51,1619.14,138.71,2.2,-8.50,-0.13
2018-09-10,6301.57,6374.98,6292.76,6329.70,2812.28,2903.45,2710.67,2816.25,4.26,0.15,5962.78,1625.07,82.22,1.3,28.84,0.46
2018-09-09,6223.38,6446.26,6201.22,6300.86,2808.04,2899.17,2706.43,2811.99,4.24,0.15,5937.60,1634.51,245.04,3.9,74.88,1.20
2018-09-08,6460.17,6534.25,6197.52,6225.98,2803.84,2894.82,2702.25,2807.75,4.20,0.15,5880.49,1702.08,336.73,5.4,-241.09,-3.73
2018-09-07,6528.92,6555.29,6396.87,6467.07,2799.47,2890.40,2698.07,2803.55,4.37,0.16,6124.65,1788.66,158.42,2.4,-62.10,-0.95
2018-09-06,6755.14,6755.14,6404.72,6529.17,2795.06,2885.97,2693.74,2799.18,4.42,0.16,6179.88,1769.27,350.42,5.4,-263.66,-3.88
2018-09-05,7361.46,7388.43,6792.83,6792.83,2790.48,2881.40,2689.41,2794.76,4.61,0.17,6453.34,1900.92,595.60,8.8,-568.83,-7.73
2018-09-04,7263.00,7388.26,7255.44,7361.66,2785.46,2876.37,2684.79,2790.15,5.02,0.18,7031.17,2127.49,132.82,1.8,101.60,1.40
2018-09-03,7279.03,7317.94,7208.15,7260.06,2780.50,2871.32,2679.84,2785.13,4.95,0.18,6932.51,2116.45,109.79,1.5,-12.66,-0.17
2018-09-02,7189.58,7306.31,7132.16,7272.72,2775.53,2866.34,2674.93,2780.18,4.96,0.18,6946.83,2131.64,174.15,2.4,79.47,1.10
2018-09-01,7044.81,7242.29,7038.05,7193.25,2770.63,2861.35,2670.06,2775.22,4.91,0.18,6867.50,2108.22,204.24,2.8,155.67,2.21
2018-08-31,6973.97,7057.17,6920.16,7037.58,2765.84,2856.42,2665.26,2770.31,4.78,0.17,6699.26,1980.15,137.01,1.9,59.35,0.85
2018-08-30,7043.76,7072.69,6834.69,6978.23,2761.11,2851.63,2660.56,2765.53,4.74,0.17,6632.92,1920.89,238.00,3.4,-68.93,-0.98
2018-08-29,7091.71,7113.30,6970.82,7047.16,2756.31,2846.83,2655.92,2760.79,4.80,0.17,6711.57,1999.93,142.48,2.0,-49.12,-0.69
2018-08-28,6891.08,7109.56,6882.34,7096.28,2751.50,2842.00,2651.18,2755.99,4.81,0.17,6738.66,1884.32,227.22,3.2,211.64,3.07
2018-08-27,6710.80,6884.64,6689.71,6884.64,2746.83,2837.18,2646.51,2751.18,4.66,0.17,6531.65,1850.38,194.93,2.8,177.38,2.64
2018-08-26,6754.64,6774.75,6620.75,6707.26,2742.29,2832.52,2641.99,2746.52,4.54,0.17,6352.56,1790.95,154.00,2.3,-55.93,-0.83
2018-08-25,6719.95,6789.63,6700.96,6763.19,2737.72,2827.94,2637.50,2741.98,4.59,0.17,6415.92,1847.53,88.67,1.3,43.23,0.64
2018-08-24,6551.52,6719.96,6498.64,6719.96,2733.17,2823.35,2632.96,2737.39,4.54,0.17,6361.61,1775.28,221.32,3.3,185.08,2.83
2018-08-23,6371.34,6546.54,6371.34,6534.88,2728.75,2818.81,2628.57,2732.85,4.41,0.16,6176.46,1723.26,175.20,2.7,158.17,2.48
2018-08-22,6486.25,6816.79,6310.11,6376.71,2724.47,2814.41,2624.28,2728.44,4.28,0.16,5993.55,1564.25,506.68,7.9,-112.05,-1.73
2018-08-21,6301.07,6500.87,6298.24,6488.76,2720.12,2809.81,2620.04,2724.16,4.36,0.16,6102.28,1578.96,202.63,3.1,180.23,2.86
2018-08-20,6500.51,6536.92,6297.93,6308.53,2715.89,2805.45,2615.81,2719.80,4.23,0.16,5925.68,1547.80,238.99,3.8,-197.54,-3.04
